DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2012,54.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2013,52.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2014,53.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2015,54.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2016,55.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2017,57.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2018,59.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2019,60.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2020,58.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2021,62.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2022,66.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2023,67.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2024,69.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2009,64.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2010,62.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2011,62.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2012,59.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2013,58.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2014,59.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2015,62.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2016,63.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2017,65.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2018,67.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2019,68.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2020,65.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2021,67.5,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2022,69.3,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2023,70.5,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2024,71.4,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2009,67.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2010,67.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2011,67.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2012,66.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2013,66.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2014,67.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2015,68.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2016,69.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2017,70.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2018,71.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2019,72.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2020,71.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2021,73.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2022,74.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2023,75.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2024,75.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2009,72.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2010,71.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2011,72.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2012,73.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2013,72.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2014,72.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2015,71.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2016,72.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2017,73.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2018,75.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2019,76.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2020,75.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2021,76.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2022,78.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2023,78.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2024,77.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2009,69.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2010,69.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2011,69.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2012,69.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2013,69.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2014,70.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2015,70.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2016,70.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2017,71.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2018,72.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2019,72.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2020,72.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2021,73.2,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2022,74.0,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2023,74.4,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2024,75.1,d,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2009,64.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2010,62.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2011,59.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2012,58.1,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2013,57.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2014,59.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2015,60.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2016,61.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2017,63.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2018,64.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2019,66.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2020,66.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2021,68.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2022,70.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2023,70.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2024,73.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2009,62.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2010,62.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2011,62.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2012,63.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2013,65.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2014,68.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2015,70.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2016,73.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2017,75.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2018,76.8,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2019,77.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2020,77.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2021,78.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2022,80.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2023,80.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2024,81.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2009,68.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2010,65.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2011,64.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2012,64.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2013,66.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2014,68.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2015,69.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2016,71.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2017,72.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2018,74.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2019,75.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2020,72.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2021,74.9,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2022,78.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2023,79.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2024,79.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2009,61.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2010,60.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2011,60.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2012,60.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2013,59.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2014,59.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2015,60.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2016,61.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2017,62.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2018,63.0,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2019,63.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2020,61.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2021,62.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2022,64.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2023,66.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2024,67.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2009,67.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2010,64.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2011,66.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2012,68.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2013,69.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2014,71.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2015,73.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2016,75.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2017,76.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2018,77.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2019,78.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2020,76.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2021,77.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2022,79.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2023,78.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2024,79.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2009,70.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2010,70.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2011,70.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2012,71.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2013,71.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2014,72.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2015,70.9,b,
